ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Iipo_Internet,Cuentas_Diarias
7511-Ymxvq,Sí,Masculino,0,No,No,9,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,45.4,418.8,Dsl,1.51
7515-Lodfu,No,Masculino,1,No,No,69,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),20.3,1356.3,No,0.68
7516-Gmhuv,No,Masculino,1,Sí,No,50,Sí,Sí,Fibra Optica,Sí,No,Sí,No,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),105.05,5163.3,Fiber Optic,3.5
7517-Ldmps,No,Femenino,0,No,No,12,Sí,No,Fibra Optica,No,Sí,No,No,No,Sí,Mensual,Yes,Cheque Electronico,84.6,1017.35,Fiber Optic,2.82
7517-Sawmo,Sí,Femenino,0,Sí,No,19,Sí,No,Fibra Optica,Sí,No,No,No,No,No,Mensual,Yes,Cheque Electronico,73.2,1441.1,Fiber Optic,2.44
7519-Jtwqh,No,Femenino,0,No,No,69,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),110.5,7455.45,Fiber Optic,3.68
7520-Hqwju,No,Femenino,0,Sí,Sí,66,Sí,Sí,Dsl,Sí,Sí,Sí,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),67.45,4508.65,Dsl,2.25
7521-Afhab,No,Femenino,0,Sí,Sí,5,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Enviado,44.8,220.45,Dsl,1.49
7521-Yxvzy,No,Masculino,0,No,Sí,3,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.95,58.3,No,0.66
7524-Vrlpl,No,Masculino,1,No,No,69,Sí,Sí,Dsl,Sí,No,Sí,Sí,No,Sí,Bienal,No,Tarjeta De Crédito (Automático),74.1,5031.0,Dsl,2.47
7526-Bezqb,Sí,Masculino,0,No,No,12,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,96.05,1148.1,Fiber Optic,3.2
7526-Ivlyu,No,Masculino,0,No,No,3,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,19.65,68.35,No,0.65
7527-Qnrus,No,Masculino,0,Sí,Sí,17,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Cheque Enviado,25.15,412.6,No,0.84
7529-Zdfxi,No,Masculino,1,Sí,No,57,Sí,Sí,Fibra Optica,No,Sí,No,No,No,Sí,Mensual,Yes,Cheque Electronico,89.85,4925.35,Fiber Optic,2.99
7530-Hdyds,Sí,Femenino,0,No,No,38,Sí,No,Fibra Optica,No,Sí,Sí,Sí,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),84.25,3264.5,Fiber Optic,2.81
7531-Gqhme,No,Masculino,0,No,No,12,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Tarjeta De Crédito (Automático),20.05,265.45,No,0.67
7534-Bfesc,Sí,Masculino,1,No,No,24,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,76.1,1712.7,Fiber Optic,2.54
7537-Cbquz,No,Masculino,1,No,No,63,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),109.4,7031.45,Fiber Optic,3.65
7537-Rbwea,No,Femenino,0,No,No,1,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,25.15,25.15,Dsl,0.84
7538-Gwhml,Sí,Femenino,0,No,No,2,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Cheque Electronico,69.65,145.15,Fiber Optic,2.32
7541-Ylxcl,Sí,Masculino,0,No,No,36,Sí,No,Dsl,No,Sí,No,Sí,No,Sí,Anual,Yes,Cheque Enviado,65.4,2498.4,Dsl,2.18
7542-Cyddm,No,Masculino,0,No,No,18,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.05,358.5,No,0.67
7544-Zvikx,No,Masculino,0,Sí,Sí,58,Sí,Sí,Fibra Optica,No,No,Sí,Sí,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),105.05,6004.85,Fiber Optic,3.5
7547-Eknfs,Sí,Masculino,0,Sí,No,42,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,No,Mensual,Yes,Transferencia Bancaria (Automática),95.25,3959.35,Fiber Optic,3.18
7548-Sepyi,Sí,Femenino,0,No,No,5,Sí,No,Fibra Optica,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,96.25,512.45,Fiber Optic,3.21
7549-Mygpk,Sí,Femenino,0,Sí,Sí,63,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,No,Mensual,Yes,Cheque Electronico,100.55,6215.35,Fiber Optic,3.35
7550-Wiqva,No,Masculino,0,Sí,Sí,50,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,Sí,Anual,Yes,Cheque Electronico,108.25,5431.4,Fiber Optic,3.61
7551-Dacsp,Sí,Masculino,0,Sí,Sí,6,Sí,No,Dsl,No,Sí,Sí,No,No,No,Mensual,Yes,Cheque Enviado,55.3,324.25,Dsl,1.84
7551-Johti,Sí,Femenino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.5,19.5,No,0.65
7552-Keygt,No,Masculino,0,Sí,No,27,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),19.55,520.55,No,0.65
7554-Akdqf,No,Femenino,0,Sí,No,6,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Enviado,45.65,323.45,Dsl,1.52
7554-Newdd,No,Masculino,0,No,No,10,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),25.7,251.6,No,0.86
7558-Imlmt,No,Masculino,0,Sí,Sí,67,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Cheque Enviado,20.8,1411.9,No,0.69
7560-Qjavj,No,Femenino,0,No,No,70,Sí,No,Dsl,Sí,No,Sí,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),79.6,5589.45,Dsl,2.65
7560-Qrbxh,No,Femenino,0,No,Sí,48,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,19.95,936.7,No,0.66
7562-Gsuhk,Sí,Femenino,0,No,No,16,Sí,No,Fibra Optica,No,Sí,Sí,No,No,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),93.2,1573.7,Fiber Optic,3.11
7562-Uxtpg,No,Femenino,0,No,No,13,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,70.15,886.7,Fiber Optic,2.34
7563-Biupc,Sí,Masculino,0,No,No,5,Sí,No,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,80.6,415.55,Fiber Optic,2.69
7564-Ghcvb,No,Femenino,0,Sí,Sí,72,Sí,Sí,Fibra Optica,Sí,No,No,No,No,No,Bienal,No,Transferencia Bancaria (Automática),79.05,5730.7,Fiber Optic,2.64
7566-Dsrlq,No,Femenino,0,Sí,No,72,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque Electronico,110.15,7998.8,Fiber Optic,3.67
7567-Ecmcm,No,Masculino,0,No,No,24,Sí,No,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),79.85,2001.0,Fiber Optic,2.66
7568-Podml,Sí,Masculino,0,No,No,1,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Enviado,45.3,45.3,Dsl,1.51
7569-Nmzyq,No,Femenino,0,Sí,Sí,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),118.75,8672.45,Fiber Optic,3.96
7570-Welny,No,Femenino,0,Sí,No,68,Sí,Sí,Fibra Optica,Sí,Sí,No,No,No,No,Bienal,Yes,Transferencia Bancaria (Automática),84.7,5711.05,Fiber Optic,2.82
7571-Yxdad,Sí,Femenino,0,No,No,2,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),74.9,147.15,Fiber Optic,2.5
7572-Kpvkk,No,Masculino,0,No,Sí,62,Sí,Sí,Fibra Optica,No,No,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque Electronico,104.05,6590.5,Fiber Optic,3.47
7576-Aseju,No,Femenino,0,Sí,Sí,41,Sí,No,Dsl,Sí,No,No,Sí,Sí,Sí,Anual,Yes,Tarjeta De Crédito (Automático),74.7,3187.65,Dsl,2.49
7576-Jmywv,No,Femenino,1,Sí,Sí,46,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,110.2,4972.1,Fiber Optic,3.67
7576-Oywbn,Sí,Masculino,1,No,No,3,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,76.05,231.8,Fiber Optic,2.53
7577-Swifr,No,Masculino,0,No,No,1,Sí,No,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,89.25,89.25,Fiber Optic,2.98
7579-Kkloe,No,Masculino,0,Sí,Sí,71,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque Enviado,91.25,6589.6,Dsl,3.04
7579-Oopec,Sí,Femenino,1,Sí,No,2,Sí,No,Dsl,No,Sí,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),50.15,115.1,Dsl,1.67
7580-Ugxnc,Sí,Femenino,1,No,No,2,Sí,No,Dsl,Sí,Sí,No,No,No,No,Mensual,No,Cheque Enviado,54.85,104.2,Dsl,1.83
7581-Ebbou,No,Femenino,0,No,No,60,Sí,No,Dsl,No,Sí,Sí,Sí,Sí,No,Anual,Yes,Tarjeta De Crédito (Automático),70.15,4224.7,Dsl,2.34
7586-Zatgz,No,Masculino,0,No,No,40,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,84.9,3369.05,Fiber Optic,2.83
7587-Aovvu,No,Masculino,0,Sí,Sí,27,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,No,Mensual,No,Cheque Electronico,100.75,2793.55,Fiber Optic,3.36
7587-Rznme,Sí,Masculino,0,No,No,3,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,43.3,123.65,Dsl,1.44
7590-Vhveg,No,Femenino,0,Sí,No,1,No,Sin Servicio De Teléfono,Dsl,No,Sí,No,No,No,No,Mensual,Yes,Cheque Electronico,29.85,29.85,Dsl,1.0
7593-Jnwru,Sí,Masculino,0,Sí,Sí,6,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),44.6,260.8,Dsl,1.49
7593-Xfkdi,Sí,Masculino,0,No,No,1,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Enviado,46.3,46.3,Dsl,1.54
7594-Lznwr,No,Masculino,1,No,No,34,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),69.15,2275.1,Fiber Optic,2.31
7594-Rqhxr,Sí,Femenino,0,No,Sí,1,Sí,No,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,79.6,79.6,Fiber Optic,2.65
7595-Ehcdl,No,Masculino,0,Sí,Sí,32,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,No,Sí,Sí,Mensual,No,Tarjeta De Crédito (Automático),50.6,1653.45,Dsl,1.69
7595-Euivn,Sí,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,Sí,No,No,No,No,Mensual,No,Cheque Electronico,75.8,75.8,Fiber Optic,2.53
7596-Iiwyc,No,Femenino,0,No,No,27,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),20.25,538.2,No,0.68
7596-Lduxp,No,Femenino,0,No,No,12,Sí,No,Fibra Optica,Sí,No,No,No,Sí,No,Anual,Yes,Tarjeta De Crédito (Automático),85.15,979.05,Fiber Optic,2.84
7596-Zywbb,No,Femenino,0,No,No,65,Sí,No,Dsl,Sí,Sí,No,Sí,No,No,Bienal,Yes,Cheque Enviado,59.6,3739.8,Dsl,1.99
7598-Uaasy,Sí,Masculino,0,Sí,No,2,Sí,No,Fibra Optica,No,No,Sí,No,No,No,Mensual,No,Cheque Electronico,76.4,151.8,Fiber Optic,2.55
7599-Fkvxz,Sí,Masculino,0,Sí,No,42,Sí,Sí,Fibra Optica,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),106.15,4512.7,Fiber Optic,3.54
7599-Ntmdp,No,Femenino,0,Sí,Sí,62,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,No,Sí,Sí,No,Bienal,No,Transferencia Bancaria (Automática),48.7,3008.55,Dsl,1.62
7601-Dhfwz,No,Femenino,0,No,No,48,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),24.0,1183.05,No,0.8
7601-Gndyk,No,Masculino,0,Sí,Sí,35,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.6,686.95,No,0.65
7601-Wfvzv,No,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.55,19.55,No,0.65
7602-Dbtou,No,Femenino,0,Sí,No,71,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.6,1416.5,No,0.65
7602-Mvrmb,No,Femenino,0,Sí,Sí,72,Sí,Sí,Fibra Optica,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),110.45,8058.85,Fiber Optic,3.68
7603-Ushjs,Sí,Masculino,0,No,Sí,12,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),73.75,871.4,Fiber Optic,2.46
7605-Bdwdc,No,Femenino,0,No,No,31,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,No,Sí,No,Sí,Bienal,Yes,Transferencia Bancaria (Automática),49.85,1520.1,Dsl,1.66
7605-Snlqg,No,Femenino,0,Sí,No,45,Sí,No,Dsl,No,No,Sí,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),50.25,2221.55,Dsl,1.68
7606-Bphhn,No,Masculino,0,No,No,72,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Tarjeta De Crédito (Automático),19.8,1468.75,No,0.66
7607-Qkktj,No,Masculino,0,Sí,Sí,45,Sí,Sí,Fibra Optica,No,Sí,Sí,No,No,Sí,Anual,Yes,Tarjeta De Crédito (Automático),95.0,4368.85,Fiber Optic,3.17
7608-Rgiro,No,Masculino,0,No,Sí,62,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Cheque Enviado,24.4,1413.0,No,0.81
7609-Nrnca,No,Femenino,0,No,No,17,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,19.55,280.85,No,0.65
7609-Ybpxg,No,Masculino,0,No,No,54,Sí,Sí,Dsl,Sí,No,Sí,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),87.1,4735.2,Dsl,2.9
7610-Tvopg,No,Masculino,0,No,No,15,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Electronico,26.35,378.6,No,0.88
7611-Ykytc,No,Masculino,0,Sí,Sí,22,Sí,No,Fibra Optica,Sí,No,No,No,No,No,Mensual,No,Transferencia Bancaria (Automática),75.0,1573.95,Fiber Optic,2.5
7613-Llqfo,Sí,Masculino,0,No,No,12,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,84.45,1059.55,Fiber Optic,2.82
7614-Qvwql,Sí,Masculino,0,Sí,Sí,49,No,Sin Servicio De Teléfono,Dsl,No,Sí,No,No,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),51.8,2541.25,Dsl,1.73
7615-Esmyf,Sí,Femenino,0,Sí,No,2,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,Sí,Sí,Mensual,No,Cheque Electronico,44.6,97.1,Dsl,1.49
7617-Eyglw,No,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Electronico,19.45,19.45,No,0.65
7619-Odsgn,Sí,Masculino,0,Sí,Sí,24,Sí,Sí,Dsl,Sí,No,No,No,No,No,Mensual,No,Cheque Electronico,54.75,1338.15,Dsl,1.82
7619-Plrlp,No,Femenino,0,Sí,No,53,Sí,Sí,Dsl,Sí,Sí,Sí,No,No,Sí,Anual,No,Transferencia Bancaria (Automática),74.1,3833.95,Dsl,2.47
7621-Vpnet,No,Femenino,0,Sí,No,42,Sí,Sí,Fibra Optica,No,No,Sí,Sí,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),85.9,3729.75,Fiber Optic,2.86
7622-Fwgew,No,Masculino,1,Sí,No,56,Sí,No,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),85.65,4824.45,Dsl,2.86
7622-Nxqzr,No,Masculino,0,No,No,28,No,Sin Servicio De Teléfono,Dsl,No,No,No,Sí,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),30.1,810.85,Dsl,1.0
7623-Hkyrk,No,Masculino,0,No,Sí,6,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.7,111.65,No,0.66
7623-Trnqn,Sí,Masculino,0,No,Sí,1,Sí,No,Dsl,No,No,No,Sí,No,No,Mensual,Yes,Cheque Enviado,49.9,49.9,Dsl,1.66
7625-Xcqrh,Sí,Femenino,0,No,No,11,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,76.5,837.95,Fiber Optic,2.55
7627-Jkiaz,Sí,Femenino,0,Sí,No,37,Sí,Sí,Fibra Optica,No,No,Sí,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),78.95,2839.65,Fiber Optic,2.63
7629-Wfglw,No,Femenino,1,Sí,No,56,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,No,No,Anual,No,Cheque Electronico,95.65,5471.75,Fiber Optic,3.19
7629-Wixzf,No,Femenino,0,No,No,7,Sí,No,Dsl,Sí,No,No,No,No,Sí,Anual,Yes,Cheque Electronico,59.1,369.25,Dsl,1.97
7632-Mnyoy,Sí,Masculino,1,No,No,66,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Anual,No,Tarjeta De Crédito (Automático),110.9,7432.05,Fiber Optic,3.7
7632-Yutxb,No,Femenino,0,Sí,Sí,25,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,20.05,520.1,No,0.67
7633-Mvpuy,No,Masculino,0,Sí,No,57,Sí,No,Dsl,Sí,Sí,No,Sí,No,No,Bienal,Yes,Cheque Electronico,59.75,3450.15,Dsl,1.99
7634-Hlqjr,No,Femenino,0,Sí,Sí,47,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),20.05,1016.7,No,0.67
7634-Wswdb,No,Femenino,0,No,Sí,8,No,Sin Servicio De Teléfono,Dsl,Sí,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,38.5,330.8,Dsl,1.28
7636-Owbpg,No,Masculino,1,No,No,12,No,Sin Servicio De Teléfono,Dsl,No,Sí,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),29.35,381.2,Dsl,0.98
7636-Pepns,No,Femenino,0,Sí,Sí,58,Sí,No,Dsl,No,No,No,No,No,No,Anual,Yes,Cheque Enviado,44.1,2413.05,Dsl,1.47
7636-Xuhww,No,Masculino,0,No,No,2,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Tarjeta De Crédito (Automático),19.9,33.7,No,0.66
7638-Qvmvy,Sí,Femenino,0,No,No,7,Sí,No,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,79.0,522.95,Fiber Optic,2.63
7639-Liayi,No,Masculino,0,No,No,52,Sí,Sí,Dsl,Sí,No,No,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),79.75,4217.8,Dsl,2.66
7639-Oplng,No,Masculino,0,Sí,Sí,70,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,No,Bienal,Yes,Transferencia Bancaria (Automática),79.25,5731.85,Dsl,2.64
7639-Supcw,Sí,Femenino,0,No,No,22,Sí,No,Dsl,Sí,No,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),48.8,1054.6,Dsl,1.63
7641-Euyet,Sí,Masculino,1,Sí,Sí,46,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,No,Mensual,Yes,Cheque Electronico,100.7,4541.2,Fiber Optic,3.36
7641-Tqfhn,No,Masculino,0,No,Sí,39,Sí,Sí,Fibra Optica,No,No,No,Sí,Sí,Sí,Bienal,No,Cheque Enviado,100.55,3895.35,Fiber Optic,3.35
7643-Rchxs,No,Femenino,0,Sí,Sí,63,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Electronico,19.35,1263.85,No,0.64
7644-Omvmy,No,Masculino,0,Sí,Sí,0,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.85,1397.475,No,0.66
7647-Gyykx,No,Femenino,0,Sí,Sí,54,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),20.35,1092.35,No,0.68
7649-Phjvr,No,Masculino,0,No,No,11,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,19.5,226.8,No,0.65
7649-Sijjf,No,Masculino,0,Sí,No,71,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,No,Sí,Bienal,Yes,Cheque Enviado,80.1,5585.4,Dsl,2.67
7654-Ywjuf,No,Masculino,0,Sí,No,43,Sí,No,Fibra Optica,Sí,No,Sí,Sí,No,No,Anual,Yes,Transferencia Bancaria (Automática),84.25,3539.25,Fiber Optic,2.81
7657-Dyepj,Sí,Masculino,1,No,No,38,Sí,No,Dsl,No,Sí,Sí,Sí,Sí,No,Anual,Yes,Tarjeta De Crédito (Automático),70.15,2497.35,Dsl,2.34
7658-Uyuqs,No,Masculino,1,Sí,No,21,Sí,No,Fibra Optica,No,No,Sí,No,Sí,No,Mensual,No,Transferencia Bancaria (Automática),86.55,1857.25,Fiber Optic,2.88
7660-Hdpjv,Sí,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,69.2,69.2,Fiber Optic,2.31
7661-Cpurm,No,Masculino,0,No,No,19,Sí,No,Fibra Optica,No,No,No,Sí,No,Sí,Anual,Yes,Tarjeta De Crédito (Automático),87.7,1725.95,Fiber Optic,2.92
7663-Cuxzb,No,Masculino,0,Sí,No,59,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Cheque Electronico,113.75,6561.25,Fiber Optic,3.79
7663-Rgwbc,Sí,Masculino,0,No,No,1,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,44.15,44.15,Dsl,1.47
